Date,Open,High,Low,Close,Volume,trend
11/12/2007,246.3125,246.3125,240,240.962494,5280988,bearish
11/13/2007,240.962494,243.175003,231.662506,236.837494,4697988,bearish
11/14/2007,240,261.274994,240,246.675003,3588368,bullish
11/15/2007,247.75,249.475006,242.5,245.050003,2295396,bearish
11/16/2007,245,249.5,241.787506,245.725006,3666816,bullish
11/19/2007,240.024994,251.75,240.024994,248.375,2943548,bullish
11/20/2007,247.25,247.25,239.524994,240.324997,4111392,bearish
11/21/2007,240.324997,245,234,236.199997,3337028,bearish
11/22/2007,242.425003,242.425003,233.75,237.550003,2402356,bearish
11/23/2007,238.125,241.5,237.4375,240.237503,2273540,bullish
11/26/2007,245,248.5,242.5,246.274994,2234300,bullish
11/27/2007,247.625,249.725006,242.524994,248.987503,1503964,bullish
11/28/2007,250,250.949997,242.5,244.125,2927688,bearish
11/29/2007,250,250.125,238.75,241.512497,5029688,bearish
11/30/2007,241.512497,254.5,241.512497,253.050003,5334612,bullish
12/03/2007,254,266.5,252.600006,262.475006,6516348,bullish
12/04/2007,262.475006,262.5,256.262512,257.424988,1783824,bearish
12/05/2007,257.5,261.25,255.125,258.299988,2069240,bullish
12/06/2007,260,262.924988,257.799988,258.887512,4163452,bearish
12/07/2007,260,268.012512,256.5625,265.649994,4805808,bullish
12/10/2007,267.524994,268.5,257.5,258.899994,3864020,bearish
12/11/2007,262.25,262.25,256.3125,260.325012,2907456,bearish
12/12/2007,257.049988,265,256.524994,263.350006,3718608,bullish
12/13/2007,262.424988,265.524994,256.924988,257.399994,4645736,bearish
12/14/2007,253.824997,263.75,253.824997,260.100006,2720436,bullish
12/17/2007,268.100006,268.100006,251.25,253.100006,3203328,bearish
12/18/2007,252.5,260,250.824997,251.225006,3845860,bearish
12/19/2007,253,257.200012,252,256.125,2671020,bullish
12/20/2007,257.375,263.487488,255.75,261.337494,3036020,bullish
12/24/2007,270,280,262.5,277.424988,4655664,bullish
12/26/2007,278.75,279.924988,271.537506,275.075012,2905996,bearish
12/27/2007,276.274994,280,271.637512,277.6875,4008568,bullish
12/28/2007,275,275,265,270.537506,2196596,bearish
12/31/2007,270.75,274.012512,263,269.350006,2156168,bearish
01/01/2008,269.25,269.25,263,263.637512,928388,bearish
01/02/2008,265,265.25,257.875,262.5,2864924,bearish
01/03/2008,257.524994,261.25,251.337494,252.762497,5168280,bearish
01/04/2008,252.762497,255.725006,250.574997,251.300003,2318868,bearish
01/07/2008,250,252.199997,243.125,243.899994,3647344,bearish
01/08/2008,245,248,242.324997,246.962494,3207732,bullish
01/09/2008,248.699997,251.5,247.475006,249.074997,2450128,bullish
01/10/2008,249.5,252.375,240.5,245.412506,3342376,bearish
01/11/2008,228.837494,251,228.837494,247.4375,2149188,bullish
01/14/2008,249.949997,249.949997,238.899994,240.287506,4158864,bearish
01/15/2008,241.25,242,233.5,235,2935588,bearish
01/16/2008,235,241.675003,231.25,236.237503,3131956,bullish
01/17/2008,241.449997,241.5,229.75,230.675003,6302096,bearish
01/18/2008,232.375,235,224.274994,225.800003,4333816,bearish
01/21/2008,226,226.175003,201.3125,207.762497,4840032,bearish
01/22/2008,203.675003,247.5,181.25,200.0625,6376872,bearish
01/23/2008,214.75,222.5,201.25,217.987503,5359120,bullish
01/24/2008,217.5,222,206.4375,210.8125,2013336,bearish
01/25/2008,213.25,224.425003,212.524994,221.149994,2243116,bullish
01/28/2008,217.5,217.5,206.25,213.574997,2485660,bearish
01/29/2008,214,221.149994,213.75,216.925003,3258712,bullish
01/30/2008,220.5,223,215,217.462494,3032856,bearish
01/31/2008,217.5,222.5,208.837494,218.4375,5966956,bullish
02/01/2008,221.25,235.274994,218.324997,232.375,4169520,bullish
02/04/2008,236.25,247.25,234.75,243.912506,3730520,bullish
02/05/2008,240,243.75,233.912506,238.762497,1722872,bearish
02/06/2008,232.5,232.5,223.625,226.524994,4007952,bearish
02/07/2008,226.524994,226.524994,217.762497,219.762497,2574652,bearish
02/08/2008,221,231.25,220,224.600006,2576820,bullish
02/11/2008,224.600006,233,215.024994,226.524994,3200988,bullish
02/12/2008,226.25,231.25,215,216.162506,5161328,bearish
02/13/2008,218.75,224.25,212.824997,217.237503,2185376,bearish
02/14/2008,221.25,225,215.25,218.449997,2246480,bearish
02/15/2008,215,221.762497,215,218.175003,2213044,bullish
02/18/2008,218.175003,218.75,212.5,213.300003,1723160,bearish
02/19/2008,214,221,213.75,218.862503,1947288,bullish
02/20/2008,219.975006,223.662506,218.3125,221.524994,3060624,bullish
02/21/2008,224.5,232.75,220.5,228.662506,3562052,bullish
02/22/2008,230,230.225006,221.25,225.137497,2401516,bearish
02/25/2008,232,232.25,222.5625,225.1875,3255460,bearish
02/26/2008,231,231,223.75,224.600006,4999584,bearish
02/27/2008,227,228.712494,218.512497,219.387497,2364056,bearish
02/28/2008,221.25,222.5,218,220.225006,5579004,bearish
02/29/2008,220,222.925003,215.875,219.350006,3416480,bearish
03/03/2008,216.5,217.175003,210,212.149994,3141328,bearish
03/04/2008,214.5,217.5,211.774994,214.699997,3010532,bullish
03/05/2008,211.25,220.699997,211.25,218.824997,2209348,bullish
03/07/2008,215.649994,216.524994,210.5625,211.537506,1996828,bearish
03/10/2008,211.537506,213.5,207.5,208.412506,2494168,bearish
03/11/2008,210,210,205,205.875,4043520,bearish
03/12/2008,209.75,212.5,202.5625,205.887497,1884412,bearish
03/13/2008,203.75,203.75,190.25,194.925003,3408600,bearish
03/14/2008,195,203.225006,187.5,200.962494,2216056,bullish
03/17/2008,193.75,199.425003,192.1875,197.962494,1958904,bullish
03/18/2008,197.5,207.199997,192.5,204.425003,3596080,bullish
03/19/2008,207,210,201.387497,202.862503,4361924,bearish
03/24/2008,202.862503,209.375,202.862503,205.925003,3301984,bullish
03/25/2008,210,224.962494,208.75,219.125,2928896,bullish
03/26/2008,235,235,212.887497,219.587494,2171768,bearish
03/27/2008,218,219,210.274994,213.125,6151152,bearish
03/28/2008,213.25,218.675003,213,217.762497,3633696,bullish
03/31/2008,217.762497,217.762497,199.25,202.612503,4051860,bearish
04/01/2008,205,213.225006,202.5,208.087494,2086728,bullish
04/02/2008,212.5,217.25,212.3125,212.8125,1428844,bullish
04/03/2008,212.5,223,212.5,221.350006,3287172,bullish
04/04/2008,221.5,222.475006,215.012497,218.225006,2020844,bearish
04/07/2008,223.75,230.024994,219.550003,226.024994,3659528,bullish
04/08/2008,226.25,226.75,218.75,221.837494,4055352,bearish
04/09/2008,220,223,217.25,219.0625,1482600,bearish
04/10/2008,220,229.912506,219.25,224.887497,2925932,bullish
04/11/2008,225.762497,231.25,223.3125,227,2189264,bullish
04/15/2008,230.5,246.25,220.100006,243.537506,5703772,bullish
04/16/2008,246.25,250.5,240.5,242.975006,6438768,bearish
04/17/2008,249.925003,252.5,244.887497,250.225006,3999556,bullish
04/21/2008,252.25,258.75,246.649994,248.350006,3399296,bearish
04/22/2008,246.237503,246.237503,220.5,221.800003,13785196,bearish
04/23/2008,221.75,226.425003,220.012497,222.287506,6326156,bullish
04/24/2008,226,226.225006,216,222.6875,15290096,bearish
04/25/2008,228,228,221.25,222.324997,6828568,bearish
04/28/2008,202.25,224,180,220.425003,6598136,bullish
04/29/2008,220.512497,232.5,217.537506,227.637497,16209848,bullish
04/30/2008,229.024994,233.9375,226.625,230.25,9487980,bullish
05/02/2008,231.25,240.5,231,235.9375,5298780,bullish
05/05/2008,236.25,237.375,230.287506,231.862503,3613764,bearish
05/06/2008,227.5,237.5,218.149994,234.262497,3982796,bullish
05/07/2008,237.5,244.975006,237.5,241.6875,12585540,bullish
05/08/2008,241.225006,241.25,229.5,236.75,10845832,bearish
05/09/2008,239.75,239.75,227.5,229.25,4492296,bearish
05/12/2008,229.25,233.712494,227.574997,231.725006,3898508,bullish
05/13/2008,232.5,235.350006,222.25,226.262497,4462876,bearish
05/14/2008,226.25,244.737503,222.787506,242.787506,9373188,bullish
05/15/2008,243.25,250.5,240.024994,246.1875,7177896,bullish
05/16/2008,248.5,248.5,242.125,245.262497,3838648,bearish
05/20/2008,243.75,247.5,236.8125,239.024994,4946904,bearish
05/21/2008,232,242,228.75,241.274994,3140184,bullish
05/22/2008,239.125,246.375,237.75,240.287506,5445200,bullish
05/23/2008,243.725006,244.925003,231.524994,233.100006,5401384,bearish
05/26/2008,230,240.725006,229,238.862503,5457272,bullish
05/27/2008,245,248.5,236.5,242.225006,5682072,bearish
05/28/2008,242.524994,253.8125,242.524994,252.362503,5469588,bullish
05/29/2008,252.25,257.087494,246,248.662506,8258940,bearish
05/30/2008,247.75,262.25,244.5,259.787506,15485284,bullish
06/02/2008,253.75,264.350006,241.25,245.962494,7054764,bearish
06/03/2008,240,247.5,234.537506,243.787506,4900256,bullish
06/04/2008,247.449997,247.449997,236.587494,239.1875,3787856,bearish
06/05/2008,241.024994,249.199997,241,245.462494,5905256,bullish
06/06/2008,247.5,249.662506,239.449997,241.550003,4137784,bearish
06/09/2008,225.5625,241.225006,222.5,228.524994,6140140,bullish
06/10/2008,227.5,229.75,216.75,219.75,6155372,bearish
06/11/2008,222.5,227.5,220,222.587494,4113368,bullish
06/12/2008,223.5,225.600006,214.25,222.0625,2464004,bearish
06/13/2008,220,230.475006,220,227.399994,6732432,bullish
06/16/2008,229.75,232,225.8125,227.699997,6541784,bearish
06/17/2008,226.25,231.75,226.25,230.324997,3504824,bullish
06/18/2008,230.199997,230.25,222.75,225.225006,6431336,bearish
06/19/2008,220.0625,224.5,220,222,3289068,bullish
06/20/2008,224.975006,224.975006,210.387497,215.962494,8157760,bearish
06/23/2008,215.962494,219.862503,210.75,214.612503,3572312,bearish
06/24/2008,212.5,216.925003,205.850006,211.100006,9287176,bearish
06/25/2008,210,221.25,207.824997,219.199997,5914196,bullish
06/26/2008,221,224.5,215.100006,220.337494,7028316,bearish
06/27/2008,220.337494,220.337494,212.787506,216.375,6260948,bearish
06/30/2008,217.75,219.5,212.5,214.550003,3258044,bearish
07/01/2008,216.25,218,208.762497,211.925003,5059616,bearish
07/02/2008,212.5,222,210,219.125,8141112,bullish
07/03/2008,220.25,220.25,205.137497,214.162506,4172528,bearish
07/04/2008,217.475006,217.512497,208.875,211.125,3939584,bearish
07/07/2008,211.25,216,208,213.0625,1794132,bullish
07/08/2008,207.537506,211.25,204.5,207.550003,3947624,bullish
07/09/2008,212.5,222.487503,212.5,219.1875,3578548,bullish
07/10/2008,217.5,222.25,213.087494,217.100006,3504368,bearish
07/11/2008,229.25,235.75,196.350006,199.649994,5523784,bearish
07/14/2008,200,200,190.25,191.962494,4559896,bearish
07/15/2008,191.962494,196.612503,184.287506,187.662506,4509844,bearish
07/16/2008,188.662506,193.412506,178.975006,182.024994,5739900,bearish
07/17/2008,183.75,196.725006,182.512497,195.8125,10350716,bullish
07/18/2008,195,200.5,187.25,198.462494,8339496,bullish
07/21/2008,199.75,203.75,195.75,203.199997,3582068,bullish
07/22/2008,204,210.987503,201.512497,207.962494,4241164,bullish
07/23/2008,207.5,217.5,204.725006,215.137497,5971420,bullish
07/24/2008,218.625,218.625,198.087494,200.637497,11742336,bearish
07/25/2008,199.800003,212.375,195.5,199.800003,8842536,bearish
07/28/2008,200,204.237503,196.25,201.5625,1969372,bullish
07/29/2008,201.675003,203.449997,198,202.237503,2472192,bullish
07/30/2008,211.5,211.5,200,209.737503,4420076,bearish
07/31/2008,210,210.5,205.375,208.4375,5195580,bearish
08/01/2008,206.25,214.237503,202.8125,210.162506,4011724,bullish
08/04/2008,203.75,210,202.75,203.837494,5238928,bullish
08/05/2008,203.850006,208.75,201.3125,207.425003,4768200,bullish
08/06/2008,209.975006,217.487503,209.100006,215.137497,5009932,bullish
08/07/2008,214.75,217.475006,211.25,213.337494,3072320,bearish
08/08/2008,211.237503,214.25,208.350006,211.274994,2086672,bullish
08/11/2008,213,214.449997,206.125,208.487503,3405100,bearish
08/12/2008,208.75,210.925003,203.75,204.8125,3323504,bearish
08/13/2008,200,209.425003,200,207.074997,3697968,bullish
08/14/2008,207.25,211.162506,202.75,208.300003,3741508,bullish
08/18/2008,210,213.100006,208.75,210.387497,1956648,bullish
08/19/2008,211.125,212.75,208.774994,210.3125,1953300,bearish
08/20/2008,210.675003,212.25,208.75,210.399994,1127256,bearish
08/21/2008,209,210.5,203.800003,204.462494,1976516,bearish
08/22/2008,204.75,206.1875,200.875,204.75,2645284,bearish
08/25/2008,206,208.75,204,204.550003,942244,bearish
08/26/2008,202.487503,209.237503,202.487503,208.512497,2205004,bullish
08/27/2008,205.024994,209,203.274994,204.612503,2131788,bearish
08/28/2008,205,206.0625,195.662506,198.087494,6580688,bearish
08/29/2008,200,204.987503,200,203.050003,1998500,bullish
09/01/2008,203.75,205,201.75,203.737503,1527432,bearish
09/02/2008,203.737503,213.25,203.737503,212.199997,2647848,bullish
09/04/2008,211.25,213.699997,208.087494,211.050003,2461676,bearish
09/05/2008,212.5,212.5,206.25,209.600006,2445368,bearish
09/08/2008,215,218.600006,210.5,214.175003,5170432,bearish
09/09/2008,213.75,217.925003,210,216.199997,2815328,bullish
09/10/2008,215.287506,217.550003,212.024994,212.725006,3063456,bearish
09/11/2008,212.725006,217,207.25,209.175003,1908976,bearish
09/12/2008,216.25,216.25,200.237503,202.637497,3573964,bearish
09/15/2008,195,199.75,186.25,190.149994,8550948,bearish
09/16/2008,187.375,187.75,181.25,187.212494,5072364,bearish
09/17/2008,187,191.162506,182,182.524994,4200868,bearish
09/18/2008,182,187.25,167.75,180.287506,6357104,bearish
09/19/2008,194.925003,194.925003,182.524994,191.712494,9544368,bearish
09/22/2008,217,217,188.25,191.699997,4472944,bearish
09/23/2008,178.837494,191.925003,178.837494,180.25,2966120,bullish
09/24/2008,181.137497,187,172.574997,178.262497,7380724,bearish
09/25/2008,178.274994,179.962494,167.762497,172.100006,15122632,bearish
09/26/2008,175,175,166.550003,169.050003,4217244,bearish
09/29/2008,169.699997,169.699997,153,155,5578636,bearish
09/30/2008,148,169.175003,147.5,166.399994,8391372,bullish
10/01/2008,167.399994,171.225006,161.337494,167.9375,6017916,bullish
10/03/2008,166.237503,166.237503,160.587494,164.375,4172404,bearish
10/06/2008,162.8125,162.8125,150,154.75,5882984,bearish
10/07/2008,157.787506,166.25,141.5,143.975006,8884604,bearish
10/08/2008,138.75,140.737503,127,136.649994,8301380,bearish
10/10/2008,135,137.5,120.099998,131.199997,13742076,bearish
10/13/2008,131.987503,150.725006,131.199997,143.212494,13866024,bullish
10/14/2008,149.75,154.850006,145.337494,148.175003,7424624,bearish
10/15/2008,146.25,147.162506,133.824997,135.774994,5308752,bearish
10/16/2008,131.25,132.175003,116.974998,123.75,8031800,bearish
10/17/2008,125,132.25,111.25,113.462502,9743540,bearish
10/20/2008,124.162498,126.25,113.8125,122.837502,12413060,bearish
10/21/2008,134.600006,141.975006,123.337502,139.774994,11804900,bullish
10/22/2008,138.75,138.75,127.775002,136.662506,6020668,bearish
10/23/2008,131.162506,147,125.3125,136.824997,10501016,bullish
10/24/2008,125.925003,134.100006,110,124.712502,8479936,bearish
10/27/2008,120.25,129.5,103.837502,124.1875,8972576,bullish
10/29/2008,140.5,143.75,132.5625,135.199997,10955572,bearish
10/31/2008,142.25,148.75,132.4375,134.375,10375980,bearish
11/03/2008,139.987503,145.75,131.762497,136.850006,7532020,bearish
11/04/2008,149.149994,149.149994,122.5,127.125,9422540,bearish
11/05/2008,128.75,137.225006,125,126.599998,9233164,bearish
11/06/2008,132.125,132.125,120.525002,125.050003,7861916,bearish
11/07/2008,125,133.75,121.4375,131.287506,5877720,bullish
11/10/2008,137.475006,138.125,128.762497,136.612503,4099016,bearish
11/11/2008,135.5,136.9375,130,132.212494,6498776,bearish
11/12/2008,132.212494,138.612503,128.762497,133.725006,7742044,bullish
11/14/2008,136.25,137.125,130.875,132.712494,6617464,bearish
11/17/2008,132.25,134.25,126.375,129.75,8090972,bearish
11/18/2008,130,130,120,120.787498,9755152,bearish
11/19/2008,122.5,124,117.925003,120.662498,8175088,bearish
11/20/2008,120,120,115,118.25,5016448,bearish
11/21/2008,117.425003,129.25,115,126.612503,6845692,bullish
11/24/2008,126,132.912506,122.5625,129.975006,8370556,bullish
11/25/2008,129.774994,134.987503,125.012497,126,5774020,bearish
11/26/2008,125.8125,132.5,124.287498,131.862503,6135556,bullish
11/27/2008,131.862503,131.862503,131.862503,131.862503,0,bearish
11/28/2008,129.5,142,129.5,139.850006,12138064,bullish
12/01/2008,139.850006,148.4375,139.087494,141.037506,11958704,bullish
12/02/2008,142.5,142.5,130.762497,133.212494,6658808,bearish
12/03/2008,134.087494,137.925003,130.399994,133.699997,9997992,bearish
12/04/2008,133.75,138.425003,125.837502,137.350006,8256508,bullish
12/05/2008,134.600006,136.324997,129.5625,130.449997,7105448,bearish
12/08/2008,133.75,136.5625,128.100006,130.5625,7621404,bearish
12/10/2008,137.449997,139.199997,132.375,135.262497,8088380,bearish
12/11/2008,137.425003,137.425003,125.5,126.912498,7300252,bearish
12/12/2008,127.487503,127.487503,118.8125,120.324997,7121036,bearish
12/15/2008,125.5,125.5,116.8125,117.412498,5997716,bearish
12/16/2008,117.5,121.224998,116.25,119.837502,5847868,bullish
12/17/2008,121.337502,123,118,119.324997,6476068,bearish
12/18/2008,118.724998,128.524994,118,127.625,5723936,bullish
12/19/2008,125.75,133.5,123.525002,128.387497,4943988,bullish
12/22/2008,129.875,129.875,125.849998,127.637497,4106852,bearish
12/23/2008,123.800003,127.900002,123.0625,125.150002,3567120,bullish
12/24/2008,124.175003,126.1875,118.0625,119.537498,9148436,bearish
12/26/2008,116.300003,123.75,116.300003,117.912498,3154564,bullish
12/29/2008,119,119.875,115,119.199997,4875608,bullish
12/30/2008,121.25,123.375,117.5,120.637497,3522528,bearish
12/31/2008,123.074997,123.074997,118.0625,119.474998,2543696,bearish
01/02/2009,124.262497,127.175003,123.537498,124.574997,5375740,bullish
01/05/2009,125.5,130.75,124.5,128.8125,4829776,bullish
01/06/2009,128.75,130.5,124.5625,126.599998,5918992,bearish
01/07/2009,129.75,129.949997,116.150002,126.199997,9013828,bearish
01/09/2009,124.974998,137.449997,121.25,134.237503,14219980,bullish
01/12/2009,127.912498,132.5,126.275002,128.137497,7595416,bullish
01/13/2009,124.900002,134.25,122.050003,131.412506,13359808,bullish
01/14/2009,132,139.399994,132,134.737503,5958904,bullish
01/15/2009,130,130.75,124.587502,127.612503,7171524,bearish
01/16/2009,127.175003,129.75,121.625,125.75,9790076,bearish
01/19/2009,129.475006,129.475006,121.824997,125.1875,6868376,bearish
01/20/2009,123.675003,126.974998,122.5,124.112503,4635196,bullish
01/21/2009,122.75,125.25,121.25,123.074997,3669860,bullish
01/22/2009,123.75,126.012497,120.787498,124.150002,4848136,bullish
01/23/2009,122.525002,124.724998,120.824997,121.537498,3031220,bearish
01/27/2009,122.75,128.75,122.75,124.775002,5243956,bullish
01/28/2009,118.800003,127.5,118.800003,126.862503,4789396,bullish
01/29/2009,128.012497,129.5,124.025002,128.5,10017036,bullish
01/30/2009,126.25,128.75,124.574997,127.900002,8707524,bullish
02/02/2009,127.199997,127.199997,121.787498,122.824997,3234692,bearish
02/03/2009,123.25,127.449997,123.25,124.962502,3808560,bullish
02/04/2009,125.75,128.225006,123.25,124.662498,2484756,bearish
02/05/2009,125,125.650002,119.5625,120.724998,4341548,bearish
02/06/2009,122.5,126.974998,121.75,125.699997,6840388,bullish
02/09/2009,125,130.912506,124.162498,128.75,4595224,bullish
02/10/2009,129.25,132,127.75,131.149994,6790772,bullish
02/11/2009,129.5,130.75,128,128.6875,4502732,bearish
02/12/2009,128,128.925003,126.025002,127.474998,2844372,bearish
02/13/2009,127.5,130,126.75,127.800003,3257208,bullish
02/16/2009,126.900002,128.737503,124.5,125.1875,2501996,bearish
02/17/2009,124,124.949997,120,121.3125,2950388,bearish
02/18/2009,120.337502,122.724998,119.25,120.1875,2629412,bearish
02/19/2009,120.5,123.199997,119.75,122.375,3477072,bullish
02/20/2009,121.625,121.875,116.074997,118.512497,4771388,bearish
02/24/2009,117.5,118.925003,115.125,117.224998,4495532,bearish
02/25/2009,117.5,121.199997,117.5,120.1875,5517928,bullish
02/26/2009,120.25,122.650002,119.25,120.550003,8808288,bullish
02/27/2009,120.5,122.25,113.8125,120.775002,6750148,bullish
03/02/2009,118.525002,120.5,113.699997,114.962502,3988944,bearish
03/03/2009,113,116.5,109.837502,111.550003,3560896,bearish
03/04/2009,112,116.112503,111.550003,115.137497,3258300,bullish
03/05/2009,116.237503,117.724998,114.5,115.800003,4284496,bearish
03/06/2009,115,121.212502,114.412498,120.425003,5805604,bullish
03/09/2009,117.775002,120,114.75,115.75,4535184,bearish
03/12/2009,115.412498,121.25,115.412498,119.349998,8617456,bullish
03/13/2009,118.337502,127.5,118.337502,126.712502,10199700,bullish
03/16/2009,127.5,130.699997,125.599998,129.949997,4672896,bullish
03/17/2009,128.75,129.5,123.262497,124.387497,6946172,bearish
03/18/2009,125,128.625,125,126.287498,6413800,bullish
03/19/2009,126.375,129.5,125.400002,128.737503,7382584,bullish
03/20/2009,132.225006,132.225006,126.375,127.449997,4139380,bearish
03/23/2009,131.125,132.399994,127.75,129.912506,4587312,bearish
03/24/2009,130.550003,133.125,128.050003,130.412506,6681544,bearish
03/25/2009,125.912498,132.475006,125.912498,131.5,3831616,bullish
03/26/2009,128.162506,144.487503,128.162506,139.612503,15230328,bullish
03/27/2009,134.162506,146.25,134.162506,143.712494,7079424,bullish
03/30/2009,133.4375,142.5,129.5,130.8125,5148188,bearish
03/31/2009,131.25,135.975006,131.25,134.637497,4777672,bullish
04/01/2009,134,138.449997,130.125,136.125,6724568,bullish
04/02/2009,136.412506,146.75,136.412506,144.6875,8503764,bullish
04/06/2009,146.199997,148.5,143.925003,144.887497,5414580,bearish
04/08/2009,146.274994,153.425003,140.25,151.037506,10193512,bullish
04/09/2009,153,154.975006,148.5625,150.637497,6586724,bearish
04/13/2009,151.125,152.25,143.800003,148.0625,4121008,bearish
04/15/2009,137.887497,145.449997,137.512497,144.425003,9767236,bullish
04/16/2009,145,147.25,141.800003,143.012497,8868964,bearish
04/17/2009,144.199997,149.875,141.274994,143.274994,6664024,bearish
04/20/2009,138.1875,145.449997,138.1875,140.350006,5330200,bullish
04/21/2009,144.899994,147.125,136.25,137.6875,11488980,bearish
04/22/2009,140,141.149994,134.287506,135.737503,6584924,bearish
04/23/2009,137.375,143.212494,136.300003,142.024994,7373712,bullish
04/24/2009,139.987503,146.75,139.987503,145.975006,5377524,bullish
04/27/2009,145.962494,152.199997,143.125,150.475006,8141124,bullish
04/28/2009,149.774994,151.962494,144.087494,149.625,8388692,bearish
04/29/2009,150.5,157.25,150.5,155.899994,10531292,bullish
04/30/2009,155.524994,155.524994,155.524994,155.524994,0,bearish
05/04/2009,157.75,174.899994,157.537506,166.600006,11142936,bullish
05/05/2009,167.25,168.737503,159.024994,162.75,8822316,bearish
05/06/2009,159.5625,162.425003,153.75,158.837494,52522096,bearish
05/07/2009,159,161.25,154.824997,157.925003,7738864,bearish
05/08/2009,157,160.5,154.625,157.737503,9001752,bullish
05/11/2009,159.625,159.912506,152.25,153.8125,5298612,bearish
05/12/2009,152.5,161.449997,152.5,160.274994,9487452,bullish
05/13/2009,160.5,161.225006,153.75,155.425003,7324800,bearish
05/14/2009,154.5,156.75,151.324997,154.949997,9443176,bullish
05/15/2009,156,163.712494,156,161.012497,10942472,bullish
05/18/2009,191.649994,197.899994,173.75,185.962494,73380,bearish
05/19/2009,187.5,187.5,163.899994,167.4375,13015576,bearish
05/20/2009,167.5,175.487503,165.75,169.162506,8507664,bullish
05/21/2009,167.5,171.25,161,161.862503,4459324,bearish
05/22/2009,157.5,161.25,157.5,158.512497,5861456,bullish
05/25/2009,159,161,155.662506,157.837494,5673644,bearish
05/26/2009,158.737503,159.912506,155.125,156.112503,6058900,bearish
05/27/2009,157.699997,163,157.699997,162.137497,9222868,bullish
05/28/2009,155.850006,168.475006,155.850006,165.800003,16863676,bullish
05/29/2009,167.1875,177.5,163.162506,176.149994,13871224,bullish
06/01/2009,168.337494,177.462494,168.337494,174.412506,7905804,bullish
06/02/2009,175,177.5,172.5,173.6875,4118172,bearish
06/03/2009,172.5,176.1875,170.774994,174.212494,3914944,bullish
06/04/2009,171.75,177.25,171.587494,176.800003,7020704,bullish
06/05/2009,177.25,182.175003,174.087494,180.337494,13220132,bullish
06/08/2009,181.175003,187.4375,180,185.524994,9267824,bullish
06/09/2009,182.774994,198.75,182.774994,195.537506,9690708,bullish
06/10/2009,196.25,201.25,191.8125,195.449997,9383796,bearish
06/11/2009,197,198.112503,192.5,193.774994,3883200,bearish
06/12/2009,196.25,198.699997,190.300003,191.137497,6358660,bearish
06/15/2009,191.175003,196.25,188.75,194.5,6595868,bullish
06/16/2009,191.649994,196.75,185.600006,194.574997,4344006,bullish
06/17/2009,196,197.5,187.5,189.375,3741568,bearish
06/18/2009,189,196.5,186.024994,188.199997,4753108,bearish
06/19/2009,188.5,196,187.5,189.899994,7727732,bullish
06/22/2009,192.199997,193.899994,184,184.824997,4106208,bearish
06/23/2009,180,188.875,179,183.324997,5135694,bullish
06/24/2009,186.475006,194.25,180.100006,190.875,7303954,bullish
06/25/2009,191,196,185.149994,190.25,9694662,bearish
06/26/2009,191.25,202.199997,188.274994,198.699997,6099700,bullish
06/29/2009,199.925003,201,191.675003,193.100006,4745206,bearish
06/30/2009,193.75,199,191.574997,194.925003,5923948,bullish
07/01/2009,193.550003,197.5,191.225006,196.475006,3684738,bullish
07/02/2009,195,197.649994,190.600006,195,3715428,bearish
07/03/2009,192.5,196.199997,192.5,195.475006,2919844,bullish
07/06/2009,198.5,199.225006,189.175003,190.350006,4488916,bearish
07/07/2009,192,196.625,190,194.574997,3804568,bullish
07/08/2009,194.350006,194.449997,184.125,190.574997,6694766,bearish
07/09/2009,191.050003,195.550003,185.5,194.074997,3964808,bullish
07/10/2009,195.5,200.725006,195,197.574997,7468748,bullish
07/13/2009,195,200.5,194.125,198.75,5119832,bullish
07/14/2009,202.5,205.550003,200.199997,203.475006,4464136,bullish
07/15/2009,205.449997,213.649994,205,211.574997,4470094,bullish
07/16/2009,214,217.399994,206.600006,209.899994,7596876,bearish
07/17/2009,210.699997,222.875,210.5,217.050003,9094956,bullish
07/20/2009,222.5,257.450012,222.5,250.274994,34539536,bullish
07/21/2009,251.5,256.575012,237.024994,238.800003,13005820,bearish
07/22/2009,241.850006,242.5,226.149994,233.149994,10674690,bearish
07/23/2009,235.5,241.449997,235,237.824997,7662678,bullish
07/24/2009,245,245,238,242.274994,7909322,bearish
07/27/2009,241,244.475006,238.550003,240.149994,4652338,bearish
07/28/2009,242.175003,242.475006,235.649994,240.324997,6334984,bearish
07/29/2009,240,252.350006,237.5,249.899994,11072150,bullish
07/30/2009,252.625,272.5,245.125,266.549988,15672482,bullish
07/31/2009,269.5,270,260.700012,262.975006,5634966,bearish
08/03/2009,265,267.424988,260.549988,265.825012,3520548,bullish
08/04/2009,260.25,270.600006,260.25,265.075012,5481292,bullish
08/05/2009,264.75,268.475006,253.774994,264.5,6424010,bearish
08/06/2009,264.5,267.200012,257.100006,258.700012,4178748,bearish
08/07/2009,258.299988,260.975006,253.050003,254.550003,4552666,bearish
08/10/2009,257.575012,275.875,257,269.524994,10623976,bullish
08/11/2009,268.75,279,267.049988,270.950012,8843480,bullish
08/12/2009,267.5,268,255.5,259.825012,11326536,bearish
08/13/2009,267.200012,267.200012,259.799988,263.375,10033928,bearish
08/14/2009,265,265,259,260.75,5151814,bearish
08/17/2009,258.399994,258.75,252.625,255.074997,5962820,bearish
08/18/2009,252.5,257.424988,249.75,254.425003,8149844,bullish
08/19/2009,256.399994,257.350006,247,249.024994,5603370,bearish
